Id,Predicted
114982,377068.0
95653,488132.0
40303,345710.0
109506,297157.0
100149,450000.0
7610,331480.0
61101,312351.0
68167,440744.0
65701,362043.0
56039,272725.0
81919,477233.0
99768,438381.0
124053,621774.0
3942,367070.0
118904,498906.0
30060,407920.0
185729,540630.0
46357,679570.0
20662,382377.0
102274,487447.0
53369,250266.0
9719,358237.0
20145,287238.0
159051,569913.0
31481,285844.0
142247,381394.0
29119,345733.0
151448,441865.0
60594,283542.0
83400,541807.0
40168,297450.0
52407,401584.0
127232,511650.0
131188,411120.0
952,205047.0
166230,473056.0
144844,416275.0
33207,307578.0
28355,689903.0
179918,650578.0
162451,717809.0
19390,280221.0
114861,430920.0
132259,392057.0
180033,742384.0
97052,476620.0
94224,432899.0
32295,491381.0
171908,811292.0
80236,482650.0
156193,450428.0
54494,322388.0
174530,632070.0
143835,353247.0
26275,337464.0
61627,621597.0
49813,297808.0
3466,518923.0
117691,473404.0
132738,599719.0
114211,569144.0
116741,497701.0
39246,379178.0
150011,350183.0
182319,521018.0
32441,318195.0
18842,349463.0
99428,382009.0
96435,438691.0
134803,371609.0
171636,601849.0
115944,506566.0
149001,507402.0
19084,374807.0
178128,658937.0
74818,373867.0
49603,275232.0
86262,657489.0
14520,290033.0
57209,762200.0
148575,641058.0
33,227105.0
180401,655441.0
87114,455667.0
16450,335219.0
28848,359320.0
11519,285619.0
7202,292357.0
2843,270204.0
156073,458888.0
132217,435738.0
140349,516363.0
34614,330613.0
135594,420497.0
170933,734075.0
62586,426263.0
145868,401969.0
15155,214405.0
61290,317788.0
184569,587821.0
169996,416902.0
7026,382400.0
128356,411176.0
134501,511699.0
163406,572330.0
56796,431123.0
174870,710475.0
142554,565996.0
59547,267724.0
143113,438237.0
154091,488070.0
61191,493553.0
135899,438292.0
172405,567924.0
184121,557654.0
1063,371131.0
6348,331846.0
79995,527735.0
50573,356778.0
79894,453348.0
113553,384386.0
31931,340498.0
86645,384719.0
123780,365832.0
142940,514957.0
138987,559317.0
41502,245531.0
100104,516758.0
83570,450705.0
181648,619047.0
68406,451683.0
114567,343562.0
5470,419009.0
176926,829702.0
173013,446309.0
110219,390719.0
52178,259184.0
120569,493599.0
132710,477776.0
10478,392073.0
100309,791608.0
76446,347470.0
140674,440655.0
122786,565897.0
66214,430319.0
120240,348522.0
113802,375158.0
169747,478595.0
45819,385505.0
36170,316470.0
84049,482494.0
104675,322660.0
66165,757396.0
92499,367263.0
107783,516315.0
148441,499203.0
12344,269980.0
93256,555868.0
48139,438971.0
101908,389227.0
134084,463343.0
17216,283757.0
185201,613149.0
185016,629686.0
25318,322429.0
65253,319985.0
57696,273424.0
30939,341354.0
128338,391194.0
104156,429946.0
41455,345664.0
126390,396730.0
165803,498979.0
108253,377151.0
15221,210059.0
129322,307799.0
86142,666683.0
150957,460749.0
97028,409267.0
3219,336537.0
172533,486599.0
147313,472650.0
168865,474116.0
138278,460885.0
82280,300047.0
4380,316855.0
4327,544585.0
109861,410617.0
45273,475178.0
102888,731589.0
77664,448437.0
58355,313522.0
91308,278750.0
169692,472205.0
154931,543153.0
123897,490850.0
43550,440101.0
94084,406298.0
63629,341546.0
163153,407083.0
165076,621781.0
55701,349239.0
19310,343148.0
18205,346050.0
59608,435056.0
60785,510053.0
51513,350227.0
145397,418278.0
101693,407852.0
164688,521645.0
82863,326738.0
1754,294462.0
5376,388813.0
130074,501589.0
102843,677501.0
29760,350319.0
130642,361506.0
31347,402465.0
24205,296854.0
165100,436539.0
81514,463445.0
116369,567651.0
84639,390359.0
97982,477053.0
91083,712787.0
149132,571001.0
41826,409587.0
52033,249308.0
21665,304989.0
62257,272192.0
10102,347400.0
23904,325596.0
179693,855703.0
144227,822387.0
120211,336845.0
173440,408041.0
46749,354619.0
96942,490398.0
183177,454779.0
35398,320502.0
30263,326340.0
48194,330254.0
129424,489248.0
110123,409959.0
60370,488470.0
33837,394681.0
108049,473032.0
78656,436943.0
7172,316183.0
66304,383420.0
78058,404849.0
176324,695583.0
165880,536342.0
93902,357565.0
116039,360417.0
151166,472385.0
40210,297796.0
98367,363439.0
160925,477787.0
104371,519411.0
78415,694222.0
83660,490159.0
121434,520560.0
78336,611260.0
52510,387915.0
64261,383895.0
97749,478461.0
172084,493992.0
52569,287366.0
57400,444750.0
169875,514454.0
58398,380575.0
183622,637611.0
48753,515036.0
130190,600028.0
108466,344021.0
157786,493006.0
95190,361752.0
87452,475241.0
142203,497019.0
130773,640015.0
168853,460229.0
64684,354641.0
57446,339048.0
153747,400725.0
159666,445111.0
71555,399822.0
134319,755433.0
93943,401559.0
109872,517465.0
177223,659146.0
93784,576784.0
6380,311705.0
132297,429015.0
125110,521114.0
36843,343786.0
121955,388541.0
82973,511846.0
103986,385126.0
97824,386993.0
64151,400287.0
165946,470387.0
159307,436678.0
131434,385540.0
8556,486418.0
37868,361529.0
14032,324291.0
21341,365722.0
135288,523355.0
50116,287681.0
97940,457188.0
162134,462512.0
166998,489043.0
137392,481880.0
1460,346660.0
171905,840515.0
175067,570716.0
172514,559679.0
17738,307583.0
67047,391152.0
124014,523143.0
185762,652085.0
1311,247114.0
119140,621187.0
142546,534281.0
114400,311493.0
22406,484244.0
92766,544193.0
60485,406291.0
91648,447510.0
132526,795628.0
25180,388154.0
48904,278450.0
146550,451033.0
19407,547043.0
47699,289626.0
2620,300344.0
174106,583125.0
112846,507316.0
83926,458002.0
64285,382455.0
5733,335967.0
87638,556376.0
53604,296769.0
53244,428074.0
82872,344549.0
66096,571730.0
173642,399902.0
145405,439654.0
90156,577908.0
180075,607042.0
5153,294100.0
134959,545407.0
64342,369505.0
51154,447672.0
40845,288394.0
170881,816170.0
106257,694669.0
114464,296301.0
97370,412206.0
172227,494248.0
151941,456261.0
107035,471978.0
135274,430386.0
169795,552051.0
83718,431456.0
42632,270260.0
68198,358186.0
112707,417598.0
36740,349716.0
42954,304949.0
5921,290854.0
40850,271524.0
44668,319559.0
21263,329470.0
162241,543239.0
81902,456196.0
169151,607741.0
154334,460360.0
59218,377181.0
37714,374983.0
106222,469100.0
139069,462531.0
4425,461776.0
140007,422844.0
90024,401483.0
153101,441634.0
37538,284778.0
32399,313162.0
38946,299716.0
151272,462251.0
95430,546432.0
101750,609456.0
16356,294645.0
131496,474092.0
167864,511985.0
17832,339117.0
106738,442353.0
33431,298372.0
164505,535018.0
47565,428027.0
99660,560930.0
20200,311537.0
28507,448923.0
43495,401889.0
23794,382884.0
40297,342347.0
53944,513555.0
11040,735422.0
106585,420652.0
70050,667053.0
75026,482170.0
142562,514445.0
113332,468452.0
104548,636477.0
159065,491054.0
157589,452765.0
26850,307583.0
83917,382854.0
124331,415565.0
58018,245486.0
163913,605875.0
109105,441533.0
97862,446643.0
16478,298819.0
35187,305525.0
25446,391371.0
47828,331079.0
123220,457425.0
16366,317687.0
144449,374290.0
39920,293068.0
160888,429852.0
47978,289317.0
14331,352473.0
60334,304443.0
49737,278632.0
98533,314077.0
38375,293857.0
176978,767694.0
60474,440090.0
163806,512309.0
4654,363382.0
130912,378543.0
115098,463286.0
56214,282993.0
63720,292847.0
143496,609544.0
33941,339237.0
66720,326356.0
29518,223676.0
68026,534078.0
161546,492159.0
118804,372811.0
126852,437836.0
102392,395897.0
49738,258613.0
49424,406977.0
18184,326289.0
5408,389231.0
157571,435299.0
111705,580197.0
179891,663003.0
76587,327495.0
2629,324943.0
119008,381457.0
128414,342673.0
162481,421121.0
39075,383918.0
113444,505396.0
58984,496682.0
134087,458969.0
27723,289309.0
61426,935526.0
26496,296735.0
8183,405195.0
96508,436424.0
56072,385741.0
77192,421483.0
84054,493773.0
55624,335942.0
163711,413305.0
29219,438154.0
81813,478227.0
181000,689082.0
143894,450910.0
141800,491553.0
30009,326828.0
45917,309147.0
14425,362741.0
23268,280792.0
1284,197160.0
69986,726445.0
134779,428457.0
78114,427953.0
128833,434940.0
129335,450800.0
56632,400339.0
46967,308621.0
146611,363071.0
37748,335021.0
156600,431662.0
105167,377127.0
35572,306711.0
154900,535295.0
68778,394427.0
40761,611435.0
76922,392001.0
57737,274132.0
63946,410626.0
111235,387480.0
114882,545828.0
12676,249529.0
138376,462379.0
90637,387275.0
184522,604905.0
92974,343746.0
8857,311815.0
27895,263536.0
156181,570844.0
41834,488134.0
157391,496325.0
143702,424753.0
185912,1010240.0
11229,279263.0
41300,337191.0
72247,375209.0
83180,508999.0
148335,483501.0
7890,395744.0
135138,463320.0
27131,311357.0
166558,610988.0
131032,426029.0
74357,423795.0
156049,363867.0
69414,807653.0
97276,388824.0
82842,362101.0
148527,498244.0
144752,456698.0
18175,327166.0
11905,279869.0
171029,480274.0
59320,433960.0
84110,398946.0
78965,847117.0
85951,525731.0
163141,481989.0
109999,450863.0
147801,389334.0
139213,420576.0
126460,669614.0
28015,334168.0
181431,668798.0
52696,683211.0
50605,313634.0
165242,514230.0
48813,257725.0
110483,579464.0
89306,343236.0
133442,403620.0
65829,526782.0
87579,384365.0
91465,477692.0
73701,538184.0
15530,393835.0
18230,460099.0
97193,496789.0
166625,612494.0
33195,453660.0
136148,530859.0
165033,652401.0
21315,328644.0
91814,323016.0
16891,466454.0
107918,648385.0
79471,422383.0
21862,487155.0
67991,416427.0
165486,534721.0
63600,407741.0
110049,340443.0
112307,364115.0
10157,333536.0
74635,468615.0
25784,454781.0
107059,491914.0
30356,387217.0
87516,604096.0
10936,559881.0
88543,514472.0
139877,427197.0
42424,446052.0
52670,535807.0
166867,433182.0
101107,483069.0
76199,532801.0
80888,320097.0
9911,303964.0
156640,462009.0
102356,520356.0
48860,360680.0
102849,741602.0
138105,493191.0
117983,438404.0
93922,386455.0
46238,378634.0
59022,655019.0
106646,453215.0
120040,501749.0
126172,394767.0
168000,602806.0
80749,429923.0
131491,521079.0
112112,555293.0
47501,334156.0
13728,259542.0
101768,325732.0
6316,306636.0
126098,852024.0
165,345538.0
19524,462213.0
150677,454744.0
59379,384002.0
74454,341673.0
175450,739596.0
89244,737024.0
116506,454742.0
147339,443218.0
74001,704276.0
90922,386629.0
1820,482658.0
110186,303503.0
62682,389475.0
89581,510215.0
137848,461883.0
161798,416810.0
170742,483951.0
82918,437065.0
37679,297991.0
154926,427489.0
149598,309333.0
44725,310839.0
90766,540793.0
148899,413749.0
126592,365669.0
157908,408474.0
113713,455992.0
148870,670523.0
165510,504561.0
101470,353687.0
51743,332948.0
27173,220018.0
27812,338323.0
95488,368375.0
173154,709700.0
121352,411204.0
143803,467522.0
63373,319791.0
1386,331697.0
163514,466387.0
35643,306588.0
120579,529582.0
128369,424645.0
141816,466328.0
161838,522312.0
71069,434725.0
77131,454091.0
17667,337400.0
52148,429340.0
72854,557055.0
102035,477980.0
111359,410417.0
17719,344562.0
123306,318698.0
161864,720185.0
180849,576206.0
160993,479163.0
162321,323420.0
46481,286624.0
79814,398529.0
137789,543830.0
54212,291425.0
33512,326277.0
57246,641176.0
183567,625467.0
126709,457386.0
38938,321825.0
31497,404016.0
43094,340749.0
40278,321594.0
174057,582834.0
88538,524144.0
78488,675704.0
170729,553102.0
173992,591761.0
60975,350683.0
54718,248347.0
178130,655144.0
133730,392714.0
70033,694947.0
43395,530244.0
142569,444581.0
25880,274094.0
139537,408155.0
3465,374785.0
40735,504705.0
162957,460372.0
83356,514495.0
32897,295375.0
49245,310182.0
60337,312201.0
139769,663180.0
52326,378818.0
162813,736407.0
180789,544242.0
49386,409149.0
33541,322182.0
159352,457069.0
42027,421765.0
155370,413041.0
143725,477606.0
131769,429455.0
139885,449632.0
93808,508318.0
10639,310173.0
168611,566579.0
167653,618277.0
123170,351478.0
139150,343010.0
62622,480564.0
168689,950917.0
18566,295877.0
67121,279371.0
119193,438271.0
75320,511744.0
185227,722932.0
59316,433454.0
42962,295134.0
51540,273485.0
37927,332663.0
85155,339529.0
148730,433834.0
182768,575036.0
21816,329145.0
119821,421231.0
53803,342441.0
75672,506119.0
164062,589772.0
9801,692908.0
90516,527371.0
126543,362402.0
20563,236718.0
173167,453051.0
165546,703675.0
140696,465132.0
60885,469244.0
71010,344133.0
65245,425021.0
7762,284795.0
162332,428863.0
132065,447568.0
163315,519705.0
94896,386417.0
13990,456174.0
86695,409286.0
136032,698029.0
181973,504797.0
70720,1008861.0
176320,727977.0
123988,600483.0
75446,473502.0
165520,480128.0
95499,440921.0
73362,440250.0
115013,364120.0
170250,572968.0
117752,531505.0
120534,599819.0
43110,331862.0
173316,562716.0
163348,731328.0
167196,549279.0
8539,558367.0
57416,407466.0
147688,428470.0
48843,292927.0
123483,476328.0
91781,373101.0
57502,226313.0
41380,456305.0
71368,462582.0
90332,412719.0
56200,402814.0
59273,449574.0
59528,745471.0
142978,482163.0
62463,438442.0
151089,331884.0
159388,413046.0
15000,317643.0
124030,406862.0
146762,415909.0
32542,274576.0
44504,397424.0
154438,507815.0
92711,407254.0
26861,377893.0
154130,491628.0
108177,531829.0
85561,342443.0
29523,261221.0
162190,612730.0
137744,431320.0
141614,419186.0
154095,555532.0
177433,701152.0
16212,297117.0
138324,475425.0
179772,694117.0
80229,512608.0
146601,494955.0
90354,456391.0
16620,309834.0
144520,472790.0
43671,278961.0
151379,436972.0
43516,305885.0
114780,397913.0
48679,417069.0
23310,306882.0
82078,888042.0
161637,468314.0
97266,380322.0
25975,334493.0
183280,721857.0
143522,424238.0
82873,379963.0
111022,408664.0
170004,491340.0
149233,429400.0
11335,268955.0
178323,703314.0
117545,433232.0
104197,462997.0
114280,446012.0
30527,308294.0
42651,396279.0
123646,444071.0
72689,460525.0
78646,435462.0
50032,403677.0
167436,770381.0
25911,272048.0
140037,406895.0
117935,555467.0
122922,415906.0
28738,347184.0
129413,435918.0
65411,530092.0
20519,260151.0
148799,482534.0
96848,378899.0
167854,474716.0
90027,447956.0
124583,377317.0
123841,434128.0
143815,530891.0
100928,371231.0
64554,449094.0
27802,276987.0
55996,291319.0
168480,471614.0
18511,328621.0
7174,319202.0
107447,404858.0
109945,403810.0
109304,566719.0
33225,237915.0
31504,308748.0
85162,330465.0
164868,439908.0
102092,435795.0
5618,310380.0
45425,361363.0
127376,473669.0
156938,436822.0
127635,477361.0
111774,637925.0
141311,640784.0
68733,399798.0
171431,762358.0
57288,277067.0
147560,554014.0
83283,501011.0
180470,545115.0
85424,424150.0
30049,327627.0
138841,494140.0
138637,371691.0
178178,771699.0
69976,726305.0
139744,501334.0
58256,260109.0
104665,444421.0
169191,550349.0
55984,403183.0
40354,378390.0
59813,230810.0
142178,362830.0
104367,451197.0
135075,406356.0
16278,319599.0
49191,410081.0
95010,384219.0
179668,546144.0
111338,382883.0
76006,410669.0
106534,442494.0
78933,732030.0
76196,560627.0
110996,436054.0
145016,510667.0
133526,438282.0
67069,554548.0
77499,335590.0
51668,598713.0
64752,460339.0
148430,467236.0
63329,334706.0
173406,449178.0
79182,401778.0
139963,436685.0
119727,353240.0
14184,325466.0
63325,603413.0
69906,720674.0
150715,397044.0
10423,359549.0
13226,194910.0
166355,488030.0
162216,565119.0
43071,347959.0
103161,508262.0
168506,525750.0
30707,439688.0
54877,435858.0
77637,390826.0
54304,320877.0
71775,536673.0
116543,358030.0
18877,364340.0
98865,404414.0
169535,506130.0
155674,374658.0
46410,385053.0
25354,327453.0
149242,363314.0
156019,513519.0
2372,215577.0
167793,498650.0
13539,358623.0
96889,562625.0
12180,246458.0
30975,440689.0
142091,725974.0
141417,529395.0
88385,435488.0
118140,480654.0
130703,444992.0
78738,445033.0
31269,325853.0
109042,449056.0
48367,398054.0
169027,460953.0
94564,395461.0
69161,533361.0
109455,596563.0
102048,488127.0
142061,544986.0
80360,349186.0
108330,457219.0
